gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,TechSupport,StreamingTV,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
Female,1,No,No,49,Yes,No,Fiber optic,No internet service,No,Yes,One year,Yes,Credit card,61.36,3023.95,0
Male,0,Yes,No,25,Yes,No phone service,Fiber optic,No,No,Yes,Two year,Yes,Credit card,74.95,1816.41,0
Male,0,No,Yes,8,Yes,No,Fiber optic,No,No,Yes,Month-to-month,No,Bank transfer,74.12,603.1,0
Female,0,No,No,0,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card,25.68,0.0,0
Female,0,Yes,No,0,Yes,No,DSL,No internet service,No internet service,Yes,Month-to-month,No,Electronic check,40.56,0.0,0
Female,0,No,Yes,28,Yes,No,Fiber optic,No internet service,No,No,One year,Yes,Electronic check,62.42,1752.98,0
Male,0,No,No,0,Yes,No,No,No internet service,No,No,Month-to-month,Yes,Electronic check,21.44,87.77,0
Female,0,No,No,72,Yes,No,DSL,No internet service,No,No,One year,Yes,Bank transfer,46.63,3251.31,0
Female,0,Yes,No,6,Yes,No,DSL,Yes,No internet service,No,Two year,Yes,Credit card,54.45,326.56,0
Female,0,No,No,37,Yes,No,No,No,Yes,Yes,Two year,Yes,Electronic check,32.96,1193.75,0
Male,0,No,Yes,5,Yes,Yes,Fiber optic,No,No,No,Month-to-month,No,Bank transfer,71.14,259.89,0
Female,1,Yes,No,23,Yes,No phone service,Fiber optic,No,Yes,No internet service,Month-to-month,No,Bank transfer,91.76,2054.34,1
Male,0,No,No,2,Yes,Yes,DSL,Yes,Yes,Yes,Two year,No,Credit card,54.03,84.5,0
Male,0,Yes,No,43,Yes,Yes,DSL,No,No,No,One year,Yes,Bank transfer,66.34,2876.04,0
Female,0,Yes,Yes,26,Yes,No,DSL,No internet service,Yes,No internet service,Month-to-month,No,Credit card,59.51,1551.58,0
Male,0,No,No,2,No,Yes,DSL,No,No internet service,Yes,Month-to-month,No,Mailed check,64.96,64.3,0
Male,0,No,Yes,56,No,Yes,No,No,Yes,Yes,Two year,Yes,Mailed check,23.05,1199.19,0
Female,0,No,No,23,Yes,Yes,No,No,No internet service,Yes,One year,No,Mailed check,31.95,755.73,0
Male,0,No,No,72,Yes,No,No,No,No,No,Two year,No,Mailed check,28.36,2032.02,0
Male,1,No,No,72,Yes,No,No,No,Yes,Yes,Two year,Yes,Electronic check,27.64,2070.33,0
Male,0,Yes,No,72,Yes,Yes,No,Yes,Yes,Yes,One year,No,Bank transfer,39.52,2827.53,0
Male,0,No,No,2,Yes,No,Fiber optic,Yes,No,No,Month-to-month,Yes,Bank transfer,83.02,223.2,1
Male,0,No,Yes,3,No,No,Fiber optic,Yes,No,Yes,Month-to-month,No,Bank transfer,82.46,274.56,0
Male,0,Yes,No,72,Yes,Yes,DSL,No internet service,No,Yes,Month-to-month,Yes,Mailed check,64.44,4680.68,1
Female,0,No,No,20,Yes,No,No,No internet service,Yes,Yes,Month-to-month,No,Mailed check,22.27,466.95,1
Male,0,Yes,No,8,Yes,Yes,DSL,Yes,Yes,No,One year,Yes,Mailed check,41.26,352.79,0
Male,0,No,No,44,Yes,No,DSL,Yes,No internet service,No internet service,One year,No,Electronic check,75.49,3206.9,0
Female,0,No,No,9,Yes,No phone service,Fiber optic,No,No,No internet service,Two year,No,Mailed check,91.41,810.85,1
Female,0,No,No,38,Yes,No,Fiber optic,No,No,Yes,Month-to-month,Yes,Electronic check,80.28,3017.3,1
Female,0,No,No,54,Yes,No,DSL,Yes,No,No,One year,Yes,Electronic check,62.74,3451.65,0
Male,1,Yes,No,46,Yes,No,Fiber optic,No internet service,No,No internet service,One year,Yes,Bank transfer,78.22,3547.93,0
Female,0,Yes,No,9,Yes,No,Fiber optic,No,No internet service,No,One year,Yes,Electronic check,86.26,762.36,0
Female,0,No,No,15,Yes,Yes,Fiber optic,No,Yes,No,One year,No,Credit card,102.5,1577.53,0
Female,0,Yes,Yes,15,Yes,Yes,Fiber optic,No internet service,No,No,Month-to-month,Yes,Mailed check,59.4,906.11,0
Female,0,Yes,No,20,Yes,No,DSL,No,Yes,No,Month-to-month,Yes,Credit card,56.52,1138.75,0
Male,0,Yes,No,5,Yes,No,Fiber optic,Yes,Yes,No,Month-to-month,Yes,Electronic check,96.9,539.96,1
Male,0,No,Yes,18,Yes,No,DSL,No,Yes,Yes,Month-to-month,No,Bank transfer,46.0,840.94,0
Female,0,Yes,No,21,Yes,Yes,Fiber optic,No,Yes,Yes,Month-to-month,Yes,Mailed check,77.28,1595.69,0
Female,0,No,No,22,Yes,No,No,No,No,Yes,One year,No,Credit card,34.14,686.18,1
Female,0,Yes,No,51,No,No,Fiber optic,No,No internet service,No internet service,Two year,Yes,Mailed check,86.46,4433.69,0
Male,1,No,No,21,Yes,No,DSL,No,No,No internet service,One year,No,Electronic check,53.16,1077.81,0
Female,0,No,Yes,7,Yes,No,DSL,No internet service,No,No internet service,One year,Yes,Credit card,38.57,257.96,0
Male,0,No,Yes,32,Yes,Yes,Fiber optic,No internet service,Yes,Yes,Month-to-month,No,Mailed check,73.83,2416.61,1
Male,0,Yes,No,47,Yes,Yes,No,No internet service,Yes,No internet service,One year,Yes,Electronic check,25.18,1172.19,0
Male,0,Yes,No,11,Yes,Yes,DSL,No,No,Yes,Month-to-month,Yes,Mailed check,47.78,503.35,0
Female,0,No,No,31,No,Yes,Fiber optic,No,No internet service,No internet service,Month-to-month,No,Bank transfer,83.46,2573.4,0
Male,1,Yes,No,4,Yes,No,Fiber optic,No internet service,Yes,Yes,Month-to-month,Yes,Electronic check,82.41,317.01,0
Female,0,Yes,No,12,Yes,No,No,No internet service,No,No,Month-to-month,Yes,Mailed check,30.35,314.65,0
Female,0,Yes,No,71,Yes,No phone service,DSL,Yes,No,No,Month-to-month,No,Electronic check,43.88,3199.3,0
Male,0,Yes,No,72,Yes,Yes,Fiber optic,Yes,No,Yes,Month-to-month,No,Bank transfer,105.51,7569.37,1
Female,0,No,No,25,Yes,Yes,Fiber optic,No,No,Yes,Month-to-month,Yes,Bank transfer,61.48,1576.17,1
Male,0,No,Yes,36,Yes,No,No,No internet service,No internet service,No,Two year,No,Mailed check,36.16,1250.73,0
Female,0,Yes,No,57,Yes,No,DSL,No,Yes,No,Month-to-month,No,Mailed check,57.6,3310.55,0
Male,0,No,No,72,Yes,No,DSL,No internet service,No,No internet service,Month-to-month,Yes,Electronic check,40.56,2928.56,1
Male,0,No,No,20,No,Yes,DSL,No,No,No,Month-to-month,Yes,Electronic check,34.34,688.01,0
Male,0,Yes,No,24,Yes,Yes,DSL,No,Yes,Yes,One year,Yes,Electronic check,80.66,1944.7,0
Female,0,No,No,16,Yes,No,Fiber optic,Yes,No,No internet service,Month-to-month,Yes,Mailed check,98.12,1590.66,1
Female,0,No,Yes,2,Yes,Yes,Fiber optic,No internet service,No,No internet service,Month-to-month,Yes,Mailed check,64.15,116.96,1
Male,0,Yes,Yes,16,No,Yes,DSL,No internet service,Yes,No,Month-to-month,No,Credit card,45.62,721.01,1
Male,0,Yes,No,46,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,41.84,1953.69,0
Female,0,Yes,No,49,Yes,Yes,Fiber optic,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer,82.5,3985.34,1
Female,1,Yes,Yes,66,Yes,Yes,DSL,Yes,Yes,No,Month-to-month,Yes,Mailed check,21.57,1358.56,0
Female,1,Yes,No,1,No,No,DSL,No,Yes,Yes,Month-to-month,Yes,Mailed check,48.2,57.14,0
Female,0,Yes,No,22,Yes,No,DSL,No internet service,Yes,Yes,Month-to-month,Yes,Credit card,51.62,1035.22,0
Female,0,No,Yes,3,Yes,No,No,No internet service,No,No,Month-to-month,No,Electronic check,29.94,5.69,0
Female,0,Yes,Yes,6,Yes,Yes,DSL,Yes,No,No,Two year,Yes,Electronic check,52.61,405.93,0
Female,0,No,No,69,Yes,No phone service,Fiber optic,Yes,Yes,No,One year,No,Bank transfer,63.64,4468.56,0
Female,0,Yes,Yes,20,Yes,Yes,No,Yes,No,No,Month-to-month,No,Mailed check,24.52,461.77,0
Female,0,No,No,42,Yes,No,DSL,Yes,No,No,Month-to-month,No,Electronic check,51.42,2209.78,0
Male,0,Yes,No,1,Yes,Yes,No,No,No,No,Two year,Yes,Electronic check,36.94,88.63,0
Female,0,Yes,No,16,Yes,Yes,DSL,Yes,Yes,No internet service,Month-to-month,No,Electronic check,31.51,527.7,0
Female,0,Yes,Yes,33,Yes,No,No,No internet service,No internet service,Yes,Month-to-month,No,Bank transfer,34.1,1121.4,0
Male,0,Yes,No,4,Yes,No,Fiber optic,Yes,No,No,One year,Yes,Electronic check,57.06,259.58,0
Male,0,Yes,Yes,11,Yes,No phone service,Fiber optic,No,Yes,No internet service,Month-to-month,Yes,Mailed check,86.55,991.9,1
Female,0,No,No,2,Yes,No,No,No internet service,No internet service,Yes,Month-to-month,Yes,Mailed check,33.99,100.08,0
Female,0,Yes,No,31,Yes,No,Fiber optic,No internet service,No,Yes,Month-to-month,No,Mailed check,109.05,3303.09,1
Male,0,No,No,72,Yes,No,Fiber optic,No internet service,No,No internet service,Two year,Yes,Credit card,56.81,4191.97,0
Male,0,Yes,No,52,Yes,No,No,Yes,No,No internet service,Month-to-month,No,Electronic check,24.46,1392.0,0
Male,0,Yes,No,72,Yes,No phone service,No,No,No,No,One year,Yes,Credit card,34.07,2357.61,0
Female,0,Yes,No,56,No,No,Fiber optic,Yes,Yes,No,Two year,Yes,Bank transfer,60.09,3390.69,0
Male,1,Yes,Yes,57,Yes,Yes,No,No,No internet service,No,Month-to-month,Yes,Credit card,23.65,1450.6,0
Female,0,Yes,Yes,25,Yes,Yes,DSL,Yes,No,No internet service,Month-to-month,Yes,Mailed check,40.44,1061.04,1
Female,0,Yes,Yes,21,Yes,Yes,DSL,No,No,No internet service,Month-to-month,No,Mailed check,44.44,983.91,0
Male,0,No,No,15,Yes,No,No,No,No internet service,No,Month-to-month,Yes,Credit card,25.74,314.18,0
Female,0,No,No,51,Yes,Yes,Fiber optic,Yes,No internet service,Yes,Month-to-month,Yes,Credit card,83.04,4274.67,0
Male,1,No,Yes,6,Yes,No phone service,Fiber optic,No,No,No internet service,Two year,Yes,Electronic check,86.78,532.62,0
Female,0,Yes,No,1,Yes,No,Fiber optic,No,No,No,One year,Yes,Electronic check,80.6,119.59,0
Male,0,Yes,Yes,72,Yes,No,DSL,No,Yes,Yes,One year,No,Mailed check,52.93,3759.39,0
Male,1,Yes,No,0,Yes,No,DSL,No,No,No internet service,Month-to-month,No,Credit card,57.2,0.0,1
Female,0,Yes,Yes,72,Yes,No,No,No,No,Yes,Two year,No,Electronic check,24.7,1771.48,0
Female,0,Yes,No,39,No,Yes,No,No internet service,Yes,No,Two year,No,Bank transfer,18.54,703.99,0
Female,0,Yes,No,11,Yes,Yes,DSL,No,No,No,Two year,No,Bank transfer,76.46,833.19,1
Female,1,Yes,Yes,35,Yes,No,No,No internet service,No,No internet service,Month-to-month,Yes,Bank transfer,19.93,673.7,0
Female,0,Yes,Yes,51,Yes,Yes,Fiber optic,No,No,Yes,One year,No,Mailed check,88.25,4490.61,0
Male,1,Yes,No,8,Yes,No,Fiber optic,No,No internet service,No,Month-to-month,No,Mailed check,70.16,528.0,1
Female,0,No,No,44,Yes,No,No,No,No,No internet service,Month-to-month,No,Credit card,25.51,1120.21,0
Female,1,No,No,48,Yes,No,Fiber optic,Yes,No,No,Month-to-month,Yes,Bank transfer,84.58,3988.71,0
Female,0,No,No,8,Yes,Yes,Fiber optic,No internet service,No,Yes,One year,No,Bank transfer,50.88,432.74,0
Male,0,No,No,1,Yes,No,DSL,No internet service,No internet service,No,One year,No,Mailed check,64.28,77.3,0
Male,0,No,No,6,Yes,Yes,Fiber optic,Yes,No,No internet service,Month-to-month,Yes,Bank transfer,93.64,498.76,0
Female,0,No,No,6,No,No,No,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,18.0,174.32,1
Female,0,Yes,No,2,Yes,Yes,Fiber optic,No internet service,No,No,Month-to-month,Yes,Electronic check,70.76,100.17,1
Female,1,No,No,38,Yes,Yes,Fiber optic,No,No internet service,Yes,Month-to-month,Yes,Bank transfer,82.5,3194.32,0
Male,1,Yes,No,14,Yes,No,Fiber optic,No,No,Yes,Month-to-month,No,Mailed check,74.21,1055.48,1
Female,0,No,No,64,No,No phone service,DSL,No internet service,No internet service,Yes,Month-to-month,No,Bank transfer,72.1,4664.28,0
Male,1,No,No,8,Yes,No,Fiber optic,No,Yes,Yes,One year,No,Electronic check,79.23,642.67,0
Male,0,No,No,18,Yes,Yes,DSL,No,No,Yes,Month-to-month,No,Bank transfer,50.91,944.63,0
Female,0,No,No,30,Yes,No,No,No internet service,No,Yes,Month-to-month,Yes,Mailed check,19.68,639.95,1
Female,0,No,No,62,Yes,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer,32.26,2095.29,0
Male,0,Yes,No,22,Yes,No,Fiber optic,No,No,No,Two year,No,Electronic check,96.58,2178.41,0
Male,1,No,No,14,Yes,Yes,DSL,No,No,Yes,One year,Yes,Bank transfer,67.53,967.89,0
Female,0,No,Yes,60,Yes,Yes,DSL,No,No,No internet service,One year,Yes,Credit card,46.55,2725.47,0
Male,0,No,No,11,Yes,No,No,Yes,Yes,No,Month-to-month,No,Electronic check,36.14,276.71,0
Male,0,Yes,No,2,Yes,No,No,No,No,No,One year,No,Electronic check,38.03,69.54,0
Male,0,Yes,No,17,No,Yes,Fiber optic,No,No internet service,No internet service,Month-to-month,No,Bank transfer,81.93,1357.11,1
Male,0,No,No,46,Yes,No phone service,DSL,Yes,No,No internet service,One year,No,Bank transfer,54.17,2458.11,0
Female,0,Yes,No,0,Yes,Yes,Fiber optic,Yes,No,No internet service,Two year,Yes,Bank transfer,85.25,0.0,0
Female,0,No,Yes,26,Yes,Yes,Fiber optic,No internet service,No,No internet service,One year,No,Bank transfer,98.2,2586.44,0
Male,0,Yes,Yes,27,Yes,No phone service,Fiber optic,No internet service,Yes,No internet service,Two year,No,Mailed check,83.54,2224.57,0
Male,0,Yes,Yes,72,Yes,Yes,DSL,No internet service,No,No internet service,One year,Yes,Mailed check,62.75,4562.57,0
Female,0,Yes,No,10,Yes,Yes,DSL,No,No internet service,No internet service,Month-to-month,Yes,Electronic check,46.69,468.57,0
Male,0,Yes,Yes,9,Yes,Yes,Fiber optic,No,No,No,Two year,No,Electronic check,103.56,933.95,0
Male,0,Yes,No,17,Yes,Yes,DSL,Yes,No internet service,Yes,Month-to-month,Yes,Bank transfer,62.46,1155.62,1
Female,0,No,No,13,No,No,Fiber optic,No,Yes,No internet service,Month-to-month,No,Electronic check,81.17,1064.06,0
Female,0,No,No,39,Yes,Yes,DSL,No,No internet service,No internet service,Month-to-month,Yes,Credit card,52.31,2037.2,1
Female,0,No,No,30,Yes,No,Fiber optic,Yes,Yes,No,Month-to-month,Yes,Credit card,94.67,2866.25,1
Male,0,No,Yes,42,Yes,No,Fiber optic,No,Yes,No,Month-to-month,No,Credit card,70.91,3067.95,0
Female,0,Yes,No,51,Yes,No,Fiber optic,Yes,Yes,No internet service,Month-to-month,Yes,Credit card,53.26,2713.76,0
Male,0,Yes,No,72,Yes,No,Fiber optic,No,Yes,No,Month-to-month,No,Mailed check,81.09,5860.18,0
Male,0,Yes,Yes,16,Yes,No,DSL,No,Yes,No,One year,Yes,Credit card,51.5,818.61,0
Female,0,No,Yes,72,Yes,No,Fiber optic,No,Yes,No internet service,Month-to-month,No,Electronic check,103.87,7473.46,0
Female,0,Yes,No,7,Yes,No,DSL,No,No internet service,No,Month-to-month,Yes,Electronic check,32.56,203.42,0
Male,0,No,No,37,Yes,No,Fiber optic,Yes,No internet service,No internet service,One year,No,Bank transfer,80.65,2956.19,0
Female,0,No,No,22,Yes,No,DSL,No internet service,Yes,No internet service,Month-to-month,No,Electronic check,46.48,1107.4,0
Female,0,Yes,No,50,Yes,No,DSL,No internet service,No,Yes,One year,No,Credit card,56.77,2810.64,0
Female,0,No,No,19,Yes,Yes,Fiber optic,No,No,No internet service,One year,Yes,Bank transfer,87.75,1590.14,0
Male,0,No,No,45,No,No,DSL,No internet service,No,No internet service,Two year,Yes,Bank transfer,49.65,2240.54,0
Male,0,No,No,72,Yes,Yes,Fiber optic,No internet service,Yes,No,One year,Yes,Electronic check,95.17,6903.17,1
Female,0,No,No,39,No,No,DSL,Yes,No internet service,No,Month-to-month,Yes,Bank transfer,54.51,2188.01,0
Female,0,No,No,44,Yes,Yes,Fiber optic,Yes,No,Yes,One year,No,Electronic check,92.15,3995.03,0
Female,0,Yes,Yes,2,No,Yes,DSL,Yes,No,Yes,Month-to-month,Yes,Credit card,73.24,202.12,0
Male,0,Yes,No,6,Yes,No,DSL,No,Yes,Yes,Month-to-month,No,Electronic check,62.81,479.8,0
Female,0,Yes,No,72,Yes,No,No,No,No,No internet service,One year,Yes,Bank transfer,28.72,2033.64,0
Male,0,No,No,35,No,Yes,DSL,Yes,No,No,Month-to-month,No,Electronic check,65.25,2275.04,1
Female,0,Yes,No,24,Yes,No,DSL,No,No,Yes,One year,No,Electronic check,60.94,1400.87,0
Male,0,No,No,13,Yes,No phone service,Fiber optic,No internet service,No internet service,Yes,Two year,No,Mailed check,78.54,1113.76,0
Male,0,No,No,1,Yes,Yes,No,No,Yes,Yes,Two year,Yes,Electronic check,37.22,0.0,0
Female,0,No,Yes,13,Yes,No,DSL,No,Yes,No,Two year,Yes,Bank transfer,46.79,588.23,0
Female,0,No,No,20,Yes,No,Fiber optic,No,No,No,Month-to-month,Yes,Electronic check,75.62,1551.54,1
Male,0,Yes,Yes,7,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Mailed check,29.15,169.86,0
Female,0,Yes,No,5,Yes,No phone service,Fiber optic,No,No,Yes,One year,Yes,Mailed check,80.84,354.74,0
Female,0,No,No,21,Yes,No,No,No,No internet service,Yes,Month-to-month,Yes,Electronic check,31.82,665.71,0
Female,0,Yes,No,26,Yes,Yes,No,No,Yes,No,One year,Yes,Mailed check,18.0,587.51,0
Female,0,No,No,8,Yes,Yes,Fiber optic,No,Yes,No,One year,Yes,Credit card,74.34,581.92,0
Female,0,Yes,No,26,Yes,No,DSL,Yes,No internet service,No,One year,Yes,Electronic check,50.84,1311.36,0
Female,1,No,Yes,69,Yes,No,Fiber optic,Yes,No,No,Month-to-month,Yes,Electronic check,95.53,6535.73,1
Female,0,No,No,19,Yes,Yes,Fiber optic,No internet service,No,No internet service,Month-to-month,Yes,Electronic check,110.79,2124.19,1
Female,0,No,No,58,Yes,No,Fiber optic,Yes,No,No,Month-to-month,No,Mailed check,90.18,5274.37,0
Male,0,No,No,72,Yes,No,DSL,No,No,No,Month-to-month,Yes,Mailed check,54.04,3860.48,0
Male,0,No,Yes,2,Yes,No,Fiber optic,No,Yes,No,Two year,No,Mailed check,74.82,176.42,0
Female,0,No,No,3,Yes,Yes,Fiber optic,Yes,No internet service,No,Month-to-month,No,Bank transfer,88.94,236.89,1
Female,0,Yes,No,19,Yes,No,DSL,Yes,No internet service,Yes,Month-to-month,No,Electronic check,41.95,702.4,1
Male,0,Yes,No,26,Yes,Yes,Fiber optic,No internet service,No,No internet service,Month-to-month,No,Mailed check,94.81,2487.93,0
Male,0,Yes,No,16,Yes,Yes,Fiber optic,No,Yes,No,One year,No,Mailed check,78.54,1360.35,0
Male,0,No,No,11,No,No,Fiber optic,Yes,Yes,No,One year,No,Bank transfer,74.55,760.23,0
Male,0,Yes,Yes,30,Yes,No,Fiber optic,Yes,Yes,Yes,Month-to-month,No,Credit card,106.29,3197.56,0
Male,0,Yes,No,0,Yes,Yes,DSL,Yes,No,Yes,Month-to-month,Yes,Mailed check,61.1,65.49,0
Female,0,Yes,No,72,No,Yes,Fiber optic,No,Yes,No internet service,Month-to-month,Yes,Credit card,64.75,4656.89,1
Female,0,No,No,7,Yes,No phone service,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,34.17,167.84,0
Female,0,Yes,No,72,Yes,No,DSL,No internet service,Yes,Yes,One year,Yes,Electronic check,40.1,2889.66,0
Female,0,Yes,No,3,No,No,Fiber optic,Yes,Yes,No,One year,Yes,Electronic check,27.57,157.24,0
Female,0,Yes,Yes,8,Yes,No phone service,Fiber optic,No,No,Yes,Month-to-month,No,Mailed check,91.54,707.0,0
Male,0,No,No,8,Yes,No,DSL,No,Yes,Yes,Month-to-month,No,Electronic check,56.22,461.38,1
Female,0,No,No,72,Yes,Yes,DSL,Yes,Yes,No internet service,Two year,No,Electronic check,59.8,4252.97,0
Male,0,No,No,0,Yes,No,Fiber optic,No,Yes,No,Month-to-month,Yes,Mailed check,60.46,0.0,0
Male,1,No,No,30,Yes,Yes,Fiber optic,No,No,No,One year,Yes,Electronic check,79.12,2392.84,1
Female,0,No,No,61,Yes,No,No,Yes,No internet service,No,Month-to-month,Yes,Electronic check,27.84,1704.54,0
Female,0,No,No,33,Yes,No,Fiber optic,No internet service,No internet service,No,Month-to-month,Yes,Electronic check,71.94,2352.47,1
Male,0,No,No,13,Yes,No phone service,Fiber optic,No,No,No,Month-to-month,No,Credit card,101.18,1337.5,0
Male,1,Yes,Yes,72,Yes,No,No,No internet service,No,No,Month-to-month,Yes,Electronic check,40.22,2929.18,0
Male,0,No,No,67,Yes,No,DSL,No,Yes,Yes,Two year,Yes,Bank transfer,56.08,3794.28,0
Female,1,No,Yes,17,Yes,Yes,Fiber optic,Yes,No,Yes,Month-to-month,Yes,Bank transfer,97.91,1649.84,0
Female,0,No,Yes,25,Yes,Yes,DSL,No,No,No,Month-to-month,No,Mailed check,65.07,1595.78,0
Male,0,No,No,72,Yes,Yes,Fiber optic,No,Yes,No internet service,Month-to-month,Yes,Electronic check,98.62,7198.56,0
Male,1,No,No,72,Yes,Yes,DSL,No,No internet service,Yes,Month-to-month,Yes,Mailed check,33.76,2437.85,0
Female,0,No,Yes,17,Yes,No,DSL,No,No,No internet service,Month-to-month,No,Bank transfer,51.97,870.66,1
Male,0,No,No,56,Yes,No,No,No,No internet service,No internet service,Month-to-month,No,Mailed check,27.7,1477.43,0
Male,0,No,No,10,Yes,No,No,No,Yes,Yes,One year,No,Electronic check,36.79,321.3,0
Male,0,Yes,No,13,Yes,Yes,No,Yes,No internet service,No,Month-to-month,Yes,Electronic check,35.31,426.92,1
Male,0,Yes,No,5,Yes,No,No,No internet service,No,Yes,Month-to-month,Yes,Credit card,25.4,148.96,1
Male,1,Yes,No,7,Yes,No,DSL,No,No,Yes,Two year,No,Mailed check,64.73,435.3,0
Female,0,No,No,32,No,No,Fiber optic,No internet service,No internet service,No,Month-to-month,Yes,Bank transfer,97.43,3118.4,0
Male,0,Yes,No,21,Yes,No,DSL,Yes,No,Yes,Two year,No,Mailed check,52.17,1023.92,0
Female,0,Yes,No,7,Yes,Yes,DSL,No,No internet service,No internet service,Month-to-month,Yes,Credit card,40.05,350.59,0
Female,1,Yes,No,15,Yes,Yes,No,No internet service,No,Yes,Two year,Yes,Mailed check,25.35,343.31,0
Male,0,No,No,14,Yes,Yes,Fiber optic,No internet service,No,No internet service,One year,Yes,Mailed check,81.29,1149.78,0
Female,0,No,No,72,Yes,No,No,No internet service,No,Yes,Two year,Yes,Credit card,25.34,1798.17,0
Male,0,No,No,57,Yes,No,No,No,No,No,Two year,Yes,Bank transfer,21.23,1194.48,0
Male,0,No,No,14,Yes,Yes,No,No,Yes,No internet service,Month-to-month,No,Electronic check,35.44,456.49,0
Male,0,Yes,Yes,72,No,Yes,No,Yes,No,Yes,Two year,Yes,Electronic check,48.78,3527.06,0
Female,0,Yes,No,12,Yes,No,Fiber optic,No,Yes,Yes,Month-to-month,No,Bank transfer,85.18,973.14,1
Female,0,Yes,Yes,33,Yes,Yes,Fiber optic,No internet service,No internet service,No,Month-to-month,Yes,Credit card,77.61,2576.86,0
Female,1,No,Yes,72,Yes,Yes,Fiber optic,No,No internet service,Yes,Month-to-month,Yes,Mailed check,70.9,5098.89,1
Female,0,Yes,No,14,Yes,Yes,Fiber optic,No,No internet service,Yes,Month-to-month,Yes,Mailed check,54.43,793.47,0
Female,1,No,No,34,Yes,Yes,DSL,No,No,No internet service,Month-to-month,No,Bank transfer,40.23,1404.19,1
Female,0,Yes,No,10,Yes,Yes,No,Yes,No,Yes,One year,No,Mailed check,23.87,222.85,0
Female,0,No,No,9,Yes,No,No,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer,29.5,283.82,0
Male,0,No,No,25,Yes,Yes,DSL,No,No internet service,Yes,One year,No,Electronic check,64.3,1585.05,0
Female,0,No,Yes,72,Yes,Yes,Fiber optic,No internet service,No,No,Two year,Yes,Credit card,62.79,4586.77,0
Female,0,Yes,No,18,Yes,Yes,Fiber optic,No,Yes,No internet service,Month-to-month,Yes,Bank transfer,77.54,1377.84,1
Male,0,Yes,Yes,72,No,No,Fiber optic,Yes,No internet service,Yes,Month-to-month,Yes,Bank transfer,83.61,6009.56,0
Male,0,No,Yes,72,Yes,No,Fiber optic,No,No internet service,No,Month-to-month,No,Electronic check,67.61,4844.3,0
Male,0,Yes,No,8,Yes,No,DSL,Yes,No,Yes,Month-to-month,No,Electronic check,56.64,416.46,0
Male,0,No,No,15,Yes,Yes,Fiber optic,Yes,No,Yes,Month-to-month,No,Mailed check,59.58,995.38,1
Female,0,Yes,Yes,30,Yes,No,Fiber optic,Yes,No internet service,Yes,Month-to-month,Yes,Bank transfer,63.32,1923.84,0
